id,Name,ID,ALIGN,EYE,HAIR,ALIVE,APPEARANCES,FIRST APPEARANCE,YEAR
874,Eric Needham (New Earth),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Living Characters,32.0,"1976, September",1976.0
875,Simon Hurt (New Earth),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Living Characters,32.0,"1963, June",1963.0
876,Mortimer Drake (New Earth),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Living Characters,32.0,"1943, November",1943.0
877,Ulysses Hazard (New Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Living Characters,32.0,"1977, August",1977.0
878,Space Cabby (New Earth),Secret Identity,Unknown or None,Brown Eyes,Brown Hair,Living Characters,32.0,"1954, September",1954.0
879,Tweedledum and Tweedledee (New Earth),Secret Identity,Bad Characters,Green Eyes,Unknown or None,Living Characters,32.0,"1943, April",1943.0
880,Wendy Kuttler (New Earth),Secret Identity,Good Characters,Green Eyes,Black Hair,Living Characters,32.0,"2006, May",2006.0
881,Tawky Tawny (New Earth),Public Identity,Good Characters,Orange Eyes,Orange Hair,Living Characters,32.0,"1995, June",1995.0
882,Joshua Saunders (New Earth),Unknown,Good Characters,Red Eyes,Unknown or None,Deceased Characters,32.0,"1996, June",1996.0
883,Elinore Lane (New Earth),Public Identity,Good Characters,Unknown or None,Black Hair,Living Characters,32.0,"1959, November",1959.0
884,Deadline (New Earth),Secret Identity,Bad Characters,Unknown or None,Unknown or None,Living Characters,32.0,"1989, October",1989.0
885,Liri Lee (New Earth),Secret Identity,Good Characters,Unknown or None,Blond Hair,Living Characters,32.0,"1991, September",1991.0
886,Aleksandr Creote (New Earth),Secret Identity,Good Characters,Unknown or None,Brown Hair,Living Characters,32.0,"2003, August",2003.0
887,Takeo Yakata (New Earth),Secret Identity,Good Characters,Unknown or None,Unknown or None,Deceased Characters,32.0,"1988, January",1988.0
888,Harry Chawney (Dakotaverse),Secret Identity,Good Characters,White Eyes,Grey Hair,Living Characters,32.0,"1994, January",1994.0
889,William MacIntyre (New Earth),Secret Identity,Good Characters,White Eyes,White Hair,Deceased Characters,32.0,"1994, August",1994.0
890,Prince Topaz (New Earth),Public Identity,Good Characters,Yellow Eyes,Blond Hair,Living Characters,32.0,"1983, August",1983.0
891,Chandi Gupta (New Earth),Secret Identity,Good Characters,Black Eyes,Black Hair,Living Characters,31.0,"1993, February",1993.0
892,Marcus Driver (New Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Living Characters,31.0,"2003, February",2003.0
893,Andre Twist (New Earth),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Deceased Characters,31.0,"2006, June",2006.0
894,Benjamin Lockwood (New Earth),Secret Identity,Good Characters,Blue Eyes,Brown Hair,Deceased Characters,31.0,"1991, October",1991.0
895,Jared Morillo (New Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Living Characters,31.0,"2001, April",2001.0
896,Atlanna (New Earth),Public Identity,Good Characters,Brown Eyes,Brown Hair,Deceased Characters,31.0,"1959, May",1959.0
897,Lynn Stewart (New Earth),Public Identity,Neutral Characters,Brown Eyes,Black Hair,Living Characters,31.0,"1977, July",1977.0
898,Jean-Louis Droo (New Earth),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Living Characters,31.0,"1981, December",1981.0
899,Erica Alexandra del Portenza (New Earth),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Deceased Characters,31.0,"1995, June",1995.0
900,David Kim (Dakotaverse),Secret Identity,Good Characters,Brown Eyes,Black Hair,Living Characters,31.0,"1994, January",1994.0
901,Flying Fox (New Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Living Characters,31.0,"1987, June",1987.0
902,Mythus (New Earth),Unknown,Good Characters,Green Eyes,Unknown or None,Deceased Characters,31.0,"1981, January",1981.0
903,Roy G. Bivolo (New Earth),Secret Identity,Bad Characters,Grey Eyes,Black Hair,Deceased Characters,31.0,"1980, June",1980.0
904,Armand Krol (New Earth),Public Identity,Bad Characters,Unknown or None,Brown Hair,Deceased Characters,31.0,"1992, August",1992.0
905,Slushh (New Earth),Public Identity,Bad Characters,Unknown or None,Unknown or None,Living Characters,31.0,"2007, August",2007.0
906,Jacob Kane (New Earth),Public Identity,Good Characters,Unknown or None,Unknown or None,Living Characters,31.0,"2009, August",2009.0
907,Karon (New Earth),Public Identity,Good Characters,Unknown or None,Unknown or None,Living Characters,31.0,"2002, June",2002.0
908,Quislet (Pre-Zero Hour),Public Identity,Good Characters,Unknown or None,Unknown or None,Living Characters,31.0,"1985, September",1985.0
909,Apros (New Earth),Public Identity,Good Characters,Unknown or None,Unknown or None,Living Characters,31.0,"1981, May",1981.0
910,Gretchen Kelley (New Earth),Public Identity,Unknown or None,Unknown or None,Grey Hair,Living Characters,31.0,"1987, February",1987.0
911,Zastrow (New Earth),Secret Identity,Bad Characters,Unknown or None,Unknown or None,Living Characters,31.0,"1987, August",1987.0
912,Laira Omoto (New Earth),Secret Identity,Neutral Characters,White Eyes,Red Hair,Deceased Characters,31.0,"1993, September",1993.0
913,King Chimera (New Earth),Secret Identity,Good Characters,Black Eyes,Black Hair,Living Characters,30.0,"2009, April",2009.0
914,David Cain (New Earth),Public Identity,Bad Characters,Blue Eyes,Grey Hair,Living Characters,30.0,"1999, July",1999.0
915,Funky Flashman (New Earth),Public Identity,Bad Characters,Blue Eyes,Unknown or None,Living Characters,30.0,"1972, February",1972.0
916,Iluthin (New Earth),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Deceased Characters,30.0,"1972, April",1972.0
917,Abel Tarrant (New Earth),Secret Identity,Bad Characters,Blue Eyes,Brown Hair,Deceased Characters,30.0,"1963, September",1963.0
918,Daniel Garrett (New Earth),Secret Identity,Good Characters,Blue Eyes,Brown Hair,Deceased Characters,30.0,"1986, May",1986.0
919,Wanda Wayland (New Earth),Public Identity,Bad Characters,Brown Eyes,Blond Hair,Living Characters,30.0,"1982, June",1982.0
920,Mark Richards (New Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Living Characters,30.0,"2006, April",2006.0
921,Charles Grayson (New Earth),Public Identity,Good Characters,Brown Eyes,Brown Hair,Living Characters,30.0,"1942, April",1942.0
922,Nommo (New Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Deceased Characters,30.0,"1982, June",1982.0
923,Raquel Ervin (Dakotaverse),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Living Characters,30.0,"1993, May",1993.0
924,Euboea (New Earth),Unknown,Good Characters,Brown Eyes,Black Hair,Living Characters,30.0,"1987, November",1987.0
925,Michael Schorr (New Earth),Public Identity,Good Characters,Green Eyes,Brown Hair,Living Characters,30.0,"1995, September",1995.0
926,Rodunn (New Earth),Public Identity,Good Characters,Grey Eyes,Brown Hair,Living Characters,30.0,"2000, January",2000.0
927,Mantis (New Earth),Secret Identity,Bad Characters,Orange Eyes,Unknown or None,Deceased Characters,30.0,"1971, May",1971.0
928,Kelex (New Earth),Public Identity,Neutral Characters,Photocellular Eyes,Unknown or None,Deceased Characters,30.0,"1988, February",1988.0
929,Jinx (New Earth),Secret Identity,Bad Characters,Purple Eyes,Unknown or None,Living Characters,30.0,"1985, August",1985.0
930,Percival Clearweather (New Earth),Public Identity,Good Characters,Unknown or None,Brown Hair,Living Characters,30.0,"1947, September",1947.0
931,Carl Ferris (New Earth),Public Identity,Good Characters,Unknown or None,White Hair,Living Characters,30.0,"1959, October",1959.0
932,Hook (New Earth),Secret Identity,Bad Characters,Unknown or None,Black Hair,Living Characters,30.0,"1968, March",1968.0
933,Loren Jupiter (New Earth),Secret Identity,Good Characters,Unknown or None,Grey Hair,Living Characters,30.0,"1970, February",1970.0
934,Manga Khan (New Earth),Secret Identity,Neutral Characters,Unknown or None,Unknown or None,Living Characters,30.0,"1988, June",1988.0
935,Whit (New Earth),Unknown,Good Characters,Unknown or None,White Hair,Living Characters,30.0,"1987, May",1987.0
936,Vashnu (New Earth),Unknown,Neutral Characters,Unknown or None,Unknown or None,Living Characters,30.0,"1967, October",1967.0
937,Noddy Toylan (New Earth),Unknown,Unknown or None,Unknown or None,Black Hair,Deceased Characters,30.0,"1942, June",1942.0
938,Winky Moylan (New Earth),Unknown,Unknown or None,Unknown or None,Brown Hair,Deceased Characters,30.0,"1942, June",1942.0
939,Blinky Boylan (New Earth),Unknown,Unknown or None,Unknown or None,Red Hair,Deceased Characters,30.0,"1942, June",1942.0
940,Amon Sur (New Earth),Public Identity,Unknown or None,White Eyes,Unknown or None,Deceased Characters,30.0,"2003, June",2003.0
941,Thaddeus Thawne II (New Earth),Secret Identity,Bad Characters,Yellow Eyes,Blond Hair,Deceased Characters,30.0,"1999, July",1999.0
942,Heinrich Megala (New Earth),Public Identity,Good Characters,Black Eyes,Red Hair,Deceased Characters,29.0,"1987, March",1987.0
943,Amentep (New Earth),Secret Identity,Good Characters,Black Eyes,Black Hair,Living Characters,29.0,"1940, February",1940.0
944,Medphyll (New Earth),Secret Identity,Unknown or None,Black Eyes,Unknown or None,Deceased Characters,29.0,"1962, March",1962.0
945,Nekron (New Earth),Unknown,Bad Characters,Black Eyes,Unknown or None,Deceased Characters,29.0,"1981, June",1981.0
946,Marcus Aelius (New Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Living Characters,29.0,"1994, September",1994.0
947,Remoni-Notra (New Earth),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Deceased Characters,29.0,"1976, June",1976.0
948,Brian Durlin (New Earth),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Living Characters,29.0,"2003, August",2003.0
949,Natalia Knight (New Earth),Secret Identity,Unknown or None,Blue Eyes,Black Hair,Living Characters,29.0,"1983, August",1983.0
950,Alberto Reyes (New Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Living Characters,29.0,"2006, May",2006.0
951,Bianca Reyes (New Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Living Characters,29.0,"2006, May",2006.0
952,Jamie Harper (New Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Living Characters,29.0,"2006, May",2006.0
953,"Pedro, Ghost Patrol (New Earth)",Public Identity,Good Characters,Brown Eyes,Brown Hair,Deceased Characters,29.0,"1942, May",1942.0
954,Hacken (New Earth),Public Identity,Neutral Characters,Brown Eyes,Brown Hair,Living Characters,29.0,"1996, April",1996.0
955,Edmund Dorrance (New Earth),Secret Identity,Bad Characters,Brown Eyes,Blond Hair,Deceased Characters,29.0,"1991, January",1991.0
956,Angelo Bend (New Earth),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Living Characters,29.0,"2002, May",2002.0
957,Barbara Eileen Gordon (New Earth),Public Identity,Good Characters,Hazel Eyes,Red Hair,Living Characters,29.0,"1987, February",1987.0
958,Key (New Earth),Secret Identity,Bad Characters,Red Eyes,White Hair,Living Characters,29.0,"1965, December",1965.0
959,John Trujillo (New Earth),Secret Identity,Good Characters,Red Eyes,Black Hair,Living Characters,29.0,"2006, November",2006.0
960,Renata Takamori (New Earth),Public Identity,Good Characters,Unknown or None,Black Hair,Living Characters,29.0,"1988, October",1988.0
961,John Economos (New Earth),Public Identity,Good Characters,Unknown or None,Brown Hair,Living Characters,29.0,"1987, May",1987.0
962,Lorna Hill (New Earth),Public Identity,Good Characters,Unknown or None,Red Hair,Living Characters,29.0,"1967, October",1967.0
963,Celia Windward (New Earth),Public Identity,Good Characters,Unknown or None,Unknown or None,Living Characters,29.0,"1988, January",1988.0
964,Denise Howard (New Earth),Public Identity,Unknown or None,Unknown or None,Brown Hair,Living Characters,29.0,"1984, April",1984.0
965,Benjamin Krullen (New Earth),Secret Identity,Bad Characters,Unknown or None,Unknown or None,Deceased Characters,29.0,"1988, July",1988.0
966,Gregorio de la Vega (New Earth),Secret Identity,Good Characters,Unknown or None,Black Hair,Living Characters,29.0,"1988, January",1988.0
967,Joseph Carny (New Earth),Unknown,Bad Characters,Unknown or None,Unknown or None,Living Characters,29.0,"1982, June",1982.0
968,Clarice Winston (New Earth),Unknown,Good Characters,Unknown or None,Brown Hair,Living Characters,29.0,"1940, February",1940.0
969,Arnold Burnsteel (New Earth),Public Identity,Good Characters,White Eyes,Black Hair,Living Characters,29.0,"1994, November",1994.0
970,Romat-Ru (New Earth),Public Identity,Bad Characters,Black Eyes,Unknown or None,Living Characters,28.0,"2007, August",2007.0
971,Ghast (New Earth),Unknown,Bad Characters,Black Eyes,Black Hair,Living Characters,28.0,"1962, March",1962.0
972,Virman Vundabar (New Earth),Public Identity,Bad Characters,Blue Eyes,Black Hair,Living Characters,28.0,"1971, December",1971.0
973,Bonny Hoffman (New Earth),Public Identity,Bad Characters,Blue Eyes,Blond Hair,Living Characters,28.0,"1997, May",1997.0
974,Lyrissa Mallor (New Earth),Public Identity,Good Characters,Blue Eyes,Black Hair,Deceased Characters,28.0,"1989, February",1989.0
975,Zazzala (New Earth),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Living Characters,28.0,"1963, November",1963.0
976,Matthew Hagen (New Earth),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Deceased Characters,28.0,"1961, December",1961.0
977,Candace Jean Gennaro (New Earth),Secret Identity,Good Characters,Blue Eyes,Black Hair,Living Characters,28.0,"2002, February",2002.0
978,Hope Taya (New Earth),Public Identity,Bad Characters,Brown Eyes,Black Hair,Living Characters,28.0,"1999, December",1999.0
979,Salvatore Maroni (New Earth),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Deceased Characters,28.0,"1942, August",1942.0
980,Deborah Tiegel (New Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Living Characters,28.0,"1994, March",1994.0
981,Star Hawkins (New Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Deceased Characters,28.0,"1960, March",1960.0
982,Ravan (New Earth),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Deceased Characters,28.0,"1987, May",1987.0
983,Celia Forrestal (New Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Living Characters,28.0,"2002, February",2002.0
984,Gary Washington (New Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Living Characters,28.0,"1985, December",1985.0
985,Steven Lombard (New Earth),Public Identity,Neutral Characters,Green Eyes,Red Hair,Living Characters,28.0,"1989, October",1989.0
986,Lagoon Boy (New Earth),Secret Identity,Good Characters,Red Eyes,Unknown or None,Living Characters,28.0,"1998, December",1998.0
987,Deimos (New Earth),Public Identity,Bad Characters,Unknown or None,Black Hair,Living Characters,28.0,"1975, November",1975.0
988,Avery Carlton Sunderland (New Earth),Public Identity,Bad Characters,Unknown or None,White Hair,Deceased Characters,28.0,"1982, October",1982.0
989,Thorndyke Thompkins (New Earth),Public Identity,Good Characters,Unknown or None,Unknown or None,Living Characters,28.0,"1940, November",1940.0
990,Dabney Donovan (New Earth),Secret Identity,Bad Characters,Unknown or None,Black Hair,Living Characters,28.0,"1990, June",1990.0
991,Cassius Payne (New Earth),Secret Identity,Bad Characters,Unknown or None,Unknown or None,Living Characters,28.0,"1994, May",1994.0
992,"Slim, Ghost Patrol (New Earth)",Secret Identity,Good Characters,Unknown or None,Blond Hair,Deceased Characters,28.0,"1942, May",1942.0
993,Bertron Diib (New Earth),Secret Identity,Good Characters,Unknown or None,Unknown or None,Deceased Characters,28.0,"1991, August",1991.0
994,Hugh Hazzard (New Earth),Secret Identity,Good Characters,Unknown or None,Unknown or None,Living Characters,28.0,"1939, August",1939.0
995,Gehenna (New Earth),Unknown,Good Characters,Unknown or None,Brown Hair,Deceased Characters,28.0,"2005, November",2005.0
996,Jack Jordan (New Earth),Unknown,Good Characters,Unknown or None,Brown Hair,Living Characters,28.0,"1961, December",1961.0
997,Robin Hood (New Earth),Unknown,Good Characters,Unknown or None,Brown Hair,Living Characters,28.0,"1938, January",1938.0
998,Susan Linden I (New Earth),Secret Identity,Good Characters,Violet Eyes,Violet Hair,Deceased Characters,28.0,"1973, August",1973.0
999,Torquemada (New Earth),Public Identity,Good Characters,White Eyes,Unknown or None,Living Characters,28.0,"1993, March",1993.0
1000,Mona Taylor (New Earth),Public Identity,Bad Characters,Black Eyes,Black Hair,Living Characters,27.0,"1982, June",1982.0
